title,amazon_author,amazon_rating,amazon_num_reviews,amazon_price,amazon_year,amazon_genre,conlit_genre,conlit_pubdate,conlit_author_gender,conlit_author_nationality,conlit_total_ratings,goodreads_rating,goodreads_series,goodreads_genres,goodreads_edition,goodreads_publisher,goodreads_publish_date,goodreads_first_publish_date,goodreads_awards,goodreads_num_ratings,goodreads_likedPercent,goodreads_price,nyt_published_date,nyt_list_name_encoded,nyt_price,nyt_weeks_on_list
A Man Called Ove: A Novel,Fredrik Backman,4.6,23848,8,2017-01-01,Fiction,,,,,,4.36,,"['Fiction', 'Contemporary', 'Audiobook', 'Humor', 'Book Club', 'Adult', 'Adult Fiction', 'Sweden', 'Novels', 'Realistic Fiction']",,Atria Books,2014-07-15,2012-08-27,[],568758.0,96.0,6.95,,,,
A Wrinkle in Time (Time Quintet),Madeleine L'Engle,4.5,5153,5,2018-01-01,Fiction,,,,,,4.0,Time Quintet #1,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Science Fiction', 'Childrens', 'Middle Grade', 'Time Travel', 'Adventure', 'Science Fiction Fantasy']",Movie Tie-In,Square Fish,2017-11-07,2062-10-28,"['Newbery Medal (1963)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1964)"", 'Oklahoma Sequoyah Award (1965)', 'Margaret A. Edwards Award (1998)']",1051535.0,91.0,4.8,,,,
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve Harvey,4.6,5013,17,2009-01-01,Non Fiction,,,,,,3.81,,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Humor', 'Adult', 'Romance', 'Personal Development', 'Inspirational', 'Love']",,Amistad,2009-01-27,2009-01-01,[],41157.0,87.0,3.31,2010-06-20,hardcover-advice,23.99,57.0
Alexander Hamilton,Ron Chernow,4.8,9198,13,2016-01-01,Non Fiction,,,,,,4.21,,"['History', 'Biography', 'Nonfiction', 'American History', 'Politics', 'Audiobook', 'Historical', 'Biography Memoir', 'American Revolution', 'Unfinished']",,Penguin Books,2005-03-29,2004-04-26,"['George Washington Book Prize (2005)', 'National Book Critics Circle Award Nominee for Biography (2004)']",128855.0,93.0,,,,,
Allegiant,Veronica Roth,3.9,6310,13,2013-01-01,Fiction,,,,,,3.62,Divergent #3,"['Young Adult', 'Dystopia', 'Fiction', 'Science Fiction', 'Fantasy', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Audiobook']",,HarperCollins Children's Book's,2013-10-22,,['Goodreads Choice Award for Best Young Adult Fantasy & Science Fiction (2013)'],826865.0,83.0,2.76,,,,
Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.7,9374,9,2017-01-01,Non Fiction,,,,,,4.08,,"['Nonfiction', 'Science', 'Audiobook', 'Physics', 'Space', 'Astronomy', 'History', 'Popular Science', 'Adult', 'Education']",,W. W. Norton Company,2017-05-02,,"['Grammy Award Nominee for Best Spoken Word Album (2018)', 'Goodreads Choice Award for Science & Technology (2017)']",113066.0,95.0,5.74,2019-08-25,science,0.0,0.0
Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Ina Garten,4.8,1296,24,2012-01-01,Non Fiction,,,,,,4.28,,"['Cookbooks', 'Cooking', 'Nonfiction', 'Food', 'Reference', 'Culinary', 'Foodie', 'Food and Drink']",,Clarkson Potter,2012-10-30,,[],6915.0,94.0,13.04,2013-01-20,hardcover-advice,35.0,10.0
Becoming,Michelle Obama,4.8,61133,11,2018-01-01,Non Fiction,,,,,,4.53,,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Autobiography', 'Politics', 'Biography Memoir', 'Feminism', 'Adult', 'History']",,Crown,2018-11-13,,"['Los Angeles Times Book Prize Nominee for Current Interest (2018)', 'Goodreads Choice Award Nominee for Memoir & Autobiography (2018)', 'NAACP Image Award Nominee for Biography/Autobiography (2019)']",564220.0,98.0,,,,,
Becoming,Michelle Obama,4.8,61133,11,2018-01-01,Non Fiction,,,,,,3.86,Daughters of Saraqael #1,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Angels', 'Paranormal Romance', 'Supernatural', 'Young Adult Paranormal', 'Fiction']",,Iambe Books,2011-07-01,,[],2470.0,87.0,,,,,
Becoming,Michelle Obama,4.8,61133,11,2019-01-01,Non Fiction,,,,,,4.53,,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Autobiography', 'Politics', 'Biography Memoir', 'Feminism', 'Adult', 'History']",,Crown,2018-11-13,,"['Los Angeles Times Book Prize Nominee for Current Interest (2018)', 'Goodreads Choice Award Nominee for Memoir & Autobiography (2018)', 'NAACP Image Award Nominee for Biography/Autobiography (2019)']",564220.0,98.0,,,,,
Becoming,Michelle Obama,4.8,61133,11,2019-01-01,Non Fiction,,,,,,3.86,Daughters of Saraqael #1,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Angels', 'Paranormal Romance', 'Supernatural', 'Young Adult Paranormal', 'Fiction']",,Iambe Books,2011-07-01,,[],2470.0,87.0,,,,,
Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.8,11113,15,2015-01-01,Non Fiction,,,,,,4.44,,"['Nonfiction', 'Medicine', 'Science', 'Health', 'Medical', 'Philosophy', 'Audiobook', 'Death', 'Psychology', 'Memoir']",First Edition,Metropolitan Books,2014-10-07,,"['Samuel Johnson Prize for Non-Fiction Nominee for Longlist (2014)', 'Goodreads Choice Award Nominee for Nonfiction (2014)', 'Royal Society of Biology General Book Prize (2015)']",132493.0,97.0,5.35,2016-12-25,health,0.0,0.0
Between the World and Me,Ta-Nehisi Coates,4.7,10070,13,2015-01-01,Non Fiction,,,,,,4.39,,"['Nonfiction', 'Memoir', 'Race', 'Audiobook', 'History', 'Biography', 'Social Justice', 'Essays', 'Politics', 'African American']",,Spiegel & Grau,2015-07-14,,"['Pulitzer Prize Nominee for General Nonfiction (2016)', 'National Book Award for Nonfiction (2015)', 'ALA Alex Award (2016)', 'PEN/Diamonstein-Spielvogel Award for the Art of the Essay  (2016)', 'National Book Critics Circle Award Nominee for Criticism (2015)', 'NAIBA Book of the Year for Nonfiction (2016)', 'Kirkus Prize for Nonfiction (2015)', 'Goodreads Choice Award Nominee for Nonfiction (2015)']",235339.0,96.0,13.7,2017-09-17,hardcover-nonfiction,0.0,78.0
Between the World and Me,Ta-Nehisi Coates,4.7,10070,13,2016-01-01,Non Fiction,,,,,,4.39,,"['Nonfiction', 'Memoir', 'Race', 'Audiobook', 'History', 'Biography', 'Social Justice', 'Essays', 'Politics', 'African American']",,Spiegel & Grau,2015-07-14,,"['Pulitzer Prize Nominee for General Nonfiction (2016)', 'National Book Award for Nonfiction (2015)', 'ALA Alex Award (2016)', 'PEN/Diamonstein-Spielvogel Award for the Art of the Essay  (2016)', 'National Book Critics Circle Award Nominee for Criticism (2015)', 'NAIBA Book of the Year for Nonfiction (2016)', 'Kirkus Prize for Nonfiction (2015)', 'Goodreads Choice Award Nominee for Nonfiction (2015)']",235339.0,96.0,13.7,2017-09-17,hardcover-nonfiction,0.0,78.0
"Breaking Dawn (The Twilight Saga, Book 4)",Stephenie Meyer,4.6,9769,13,2009-01-01,Fiction,,,,,,3.7,The Twilight Saga #4,"['Young Adult', 'Fantasy', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance', 'Supernatural', 'Werewolves', 'Urban Fantasy']",First Edition,"Little, Brown and Company",2008-08-02,,"[""Children's Choice Book Award for Teen Choice Book of the Year (2009)"", 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)', 'LovelyBooks Leserpreis for Romantik/Liebe/Gefühl (2009)']",1323975.0,81.0,3.99,,,,
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2017-01-01,Fiction,,,,,,4.21,Bill Martin's Bears #1,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Classics', 'Storytime', 'Poetry', 'Kids', 'Juvenile', 'Young Adult']",25th Anniversary Edition,Henry Holt and Co.,1996-09-15,2067-10-28,[],151837.0,93.0,5.79,,,,
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2019-01-01,Fiction,,,,,,4.21,Bill Martin's Bears #1,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Classics', 'Storytime', 'Poetry', 'Kids', 'Juvenile', 'Young Adult']",25th Anniversary Edition,Henry Holt and Co.,1996-09-15,2067-10-28,[],151837.0,93.0,5.79,,,,
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,16244,18,2019-01-01,Non Fiction,,,,,,4.41,,"['Nonfiction', 'Self Help', 'Biography', 'Personal Development', 'Psychology', 'Audiobook', 'Memoir', 'Autobiography', 'Leadership', 'Military Fiction']",,Lioncrest Publishing,2018-12-04,2018-11-15,[],56489.0,96.0,,,,,
Capital in the Twenty First Century,Thomas Piketty,4.5,2884,28,2014-01-01,Non Fiction,,,,,,4.05,,"['Economics', 'Nonfiction', 'Politics', 'History', 'Business', 'Finance', 'Philosophy', 'Sociology', 'Science', 'Unfinished']",,Belknap Press,2014-03-10,2013-08-30,"['Financial Times and McKinsey Business Book of the Year (2014)', 'Arthur Ross Book Award for Gold Medal (2015)', 'National Book Critics Circle Award Nominee for General Nonfiction (2014)', 'Kirkus Prize Nominee for Nonfiction (Finalist) (2014)', 'Goodreads Choice Award Nominee for Business Books (2014)', 'Waterstones Book of the Year Nominee (2014)', 'British Academy Medal (2014)']",24106.0,93.0,17.08,2014-08-31,business-books,0.0,0.0
Catching Fire (The Hunger Games),Suzanne Collins,4.7,22614,11,2010-01-01,Fiction,,,,,,4.29,The Hunger Games #2,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",First Edition,Scholastic Press,2009-09-01,,"['Locus Award Nominee for Best Young Adult Book (2010)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2010)', 'Soaring Eagle Book Award (2011)', ""Children's Choice Book Award for Teen Choice Book of the Year (2010)"", 'Indies Choice Book Award for Young Adult (2010)', 'Teen Read Award Nominee for Best Read (2010)', 'DABWAHA Romance Tournament for Best Young Adult (2010)', 'Goodreads Choice Award for Favorite Book and Young Adult Series (2009) and Nominee for Best of the Best  (2018)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2010)']",2514084.0,97.0,3.66,2012-12-16,series-books,0.0,119.0
Catching Fire (The Hunger Games),Suzanne Collins,4.7,22614,11,2011-01-01,Fiction,,,,,,4.29,The Hunger Games #2,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",First Edition,Scholastic Press,2009-09-01,,"['Locus Award Nominee for Best Young Adult Book (2010)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2010)', 'Soaring Eagle Book Award (2011)', ""Children's Choice Book Award for Teen Choice Book of the Year (2010)"", 'Indies Choice Book Award for Young Adult (2010)', 'Teen Read Award Nominee for Best Read (2010)', 'DABWAHA Romance Tournament for Best Young Adult (2010)', 'Goodreads Choice Award for Favorite Book and Young Adult Series (2009) and Nominee for Best of the Best  (2018)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2010)']",2514084.0,97.0,3.66,2012-12-16,series-books,0.0,119.0
Catching Fire (The Hunger Games),Suzanne Collins,4.7,22614,11,2012-01-01,Fiction,,,,,,4.29,The Hunger Games #2,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",First Edition,Scholastic Press,2009-09-01,,"['Locus Award Nominee for Best Young Adult Book (2010)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2010)', 'Soaring Eagle Book Award (2011)', ""Children's Choice Book Award for Teen Choice Book of the Year (2010)"", 'Indies Choice Book Award for Young Adult (2010)', 'Teen Read Award Nominee for Best Read (2010)', 'DABWAHA Romance Tournament for Best Young Adult (2010)', 'Goodreads Choice Award for Favorite Book and Young Adult Series (2009) and Nominee for Best of the Best  (2018)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2010)']",2514084.0,97.0,3.66,2012-12-16,series-books,0.0,119.0
Crazy Love: Overwhelmed by a Relentless God,Francis Chan,4.7,1542,14,2009-01-01,Non Fiction,,,,,,4.15,,"['Christian', 'Nonfiction', 'Christianity', 'Christian Living', 'Faith', 'Religion', 'Theology', 'Spirituality', 'Christian Non Fiction', 'Inspirational']",,David C. Cook,2008-05-01,2008-10-28,[],149789.0,93.0,3.07,2012-02-05,paperback-advice,14.99,64.0
Crazy Love: Overwhelmed by a Relentless God,Francis Chan,4.7,1542,14,2010-01-01,Non Fiction,,,,,,4.15,,"['Christian', 'Nonfiction', 'Christianity', 'Christian Living', 'Faith', 'Religion', 'Theology', 'Spirituality', 'Christian Non Fiction', 'Inspirational']",,David C. Cook,2008-05-01,2008-10-28,[],149789.0,93.0,3.07,2012-02-05,paperback-advice,14.99,64.0
Crazy Love: Overwhelmed by a Relentless God,Francis Chan,4.7,1542,14,2011-01-01,Non Fiction,,,,,,4.15,,"['Christian', 'Nonfiction', 'Christianity', 'Christian Living', 'Faith', 'Religion', 'Theology', 'Spirituality', 'Christian Non Fiction', 'Inspirational']",,David C. Cook,2008-05-01,2008-10-28,[],149789.0,93.0,3.07,2012-02-05,paperback-advice,14.99,64.0
Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,4.3,6143,8,2018-01-01,Fiction,,,,,,3.85,Crazy Rich Asians #1,"['Fiction', 'Romance', 'Contemporary', 'Chick Lit', 'Audiobook', 'Adult', 'Humor', 'Adult Fiction', 'Asia', 'Realistic Fiction']",,Doubleday,2013-06-11,,[],334813.0,93.0,5.55,,,,
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,4.4,4642,13,2013-01-01,Non Fiction,,,,,,3.95,,"['Nonfiction', 'Psychology', 'Business', 'Audiobook', 'Self Help', 'Sociology', 'Science', 'History', 'Leadership', 'Personal Development']",,"Little, Brown and Company",2013-10-01,,"['Audie Award for Nonfiction (2014)', 'Goodreads Choice Award Nominee for Nonfiction (2013)']",147875.0,94.0,3.44,2014-09-28,science,0.0,0.0
Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),Charlaine Harris,4.6,1541,4,2009-01-01,Fiction,,,,,,4.02,Sookie Stackhouse #9,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Romance', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Werewolves']",,Ace Books,2009-05-05,2009-10-28,['Goodreads Choice Award for Fantasy (2009)'],173922.0,95.0,2.86,,,,
"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Charlaine Harris,4.3,1924,8,2010-01-01,Fiction,,,,,,3.89,Sookie Stackhouse #10,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Werewolves']",1st Edition,Ace Books,2010-05-04,2010-10-28,['Goodreads Choice Award for Paranormal Fantasy and Nominee for Favorite Book (2010)'],150263.0,93.0,1.64,2010-06-20,hardcover-fiction,25.95,5.0
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,4.5,6679,105,2013-01-01,Non Fiction,,,,,,3.88,,"['Psychology', 'Nonfiction', 'Reference', 'Counselling', 'Mental Health', 'Science', 'Social Work', 'Textbooks', 'Psychiatry', 'Medical']","4th, Text Revision",American Psychiatric Publishing,2000-01-01,1952-01-01,[],11226.0,88.0,6.16,,,,
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,4.5,6679,105,2014-01-01,Non Fiction,,,,,,3.88,,"['Psychology', 'Nonfiction', 'Reference', 'Counselling', 'Mental Health', 'Science', 'Social Work', 'Textbooks', 'Psychiatry', 'Medical']","4th, Text Revision",American Psychiatric Publishing,2000-01-01,1952-01-01,[],11226.0,88.0,6.16,,,,
"Diary of a Wimpy Kid: Hard Luck, Book 8",Jeff Kinney,4.8,6812,0,2013-01-01,Fiction,,,,,,4.29,Diary of a Wimpy Kid #8,"['Humor', 'Fiction', 'Middle Grade', 'Childrens', 'Graphic Novels', 'Realistic Fiction', 'Young Adult', 'Comedy', 'Comics', 'Diary']",,Amulet Books,2013-11-05,,"['Prijs van de Nederlandse Kinderjury for 10-12 jaar (2015)', 'Australian Book Industry Award (ABIA) Nominee for International Book (2014)']",62888.0,94.0,3.45,2014-10-12,series-books,0.0,290.0
Diary of a Wimpy Kid: The Last Straw (Book 3),Jeff Kinney,4.8,3837,15,2009-01-01,Fiction,,,,,,4.15,Diary of a Wimpy Kid #3,"['Humor', 'Fiction', 'Childrens', 'Realistic Fiction', 'Middle Grade', 'Graphic Novels', 'Young Adult', 'Comedy', 'Comics', 'Diary']",,Amulet Books,2009-01-01,,[],122181.0,93.0,2.86,,,,
Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,4.8,6540,22,2014-01-01,Fiction,,,,,,4.35,Diary of a Wimpy Kid #9,"['Humor', 'Fiction', 'Middle Grade', 'Childrens', 'Graphic Novels', 'Young Adult', 'Realistic Fiction', 'Comedy', 'Comics', 'Juvenile']",,Amulet Books,2014-11-04,,"['Specsavers National Book Award Nominee for International Author of the Year (2014)', ""Goodreads Choice Award Nominee for Middle Grade & Children's (2014)""]",53080.0,95.0,3.69,2015-10-18,series-books,0.0,342.0
Divergent,Veronica Roth,4.6,27098,15,2013-01-01,Fiction,,,,,,4.19,Divergent #1,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",,Katherine Tegen Books,2012-02-28,2011-04-25,"['Georgia Peach Book Award (2012)', 'South Carolina Book Award for Young Adult (2014)', 'Rhode Island Teen Book Award (2013)', 'Evergreen Teen Book Award (2014)', 'Soaring Eagle Book Award (2012)', 'Milwaukee County Teen Book Award Nominee (2012)', ""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012)"", 'Sakura Medal', 'New Mexico Land of Enchantment Award for Young Adult (2014)', 'Eliot Rosewater Indiana High School Book Award (2014)', 'California Young Readers Medal for Young Adult (2014)', 'Lincoln Award Nominee (2014)', 'DABWAHA Romance Tournament for Best Young Adult Romance (2012)', 'Goodreads Choice Award for Favorite Book and for Young Adult Fantasy & Science Fiction and Nominee for Goodreads Author (2011)', 'Green Mountain Book Award (2013)', 'The Magnolia Award for 6-8 (2014)', ""Louisiana Teen Readers' Choice (2014)"", 'Missouri Gateway Readers Award (2014)', 'Oklahoma Sequoyah Award for High Schol (2014)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)']",2906258.0,94.0,0.88,2014-07-20,series-books,0.0,37.0
Divergent,Veronica Roth,4.6,27098,15,2014-01-01,Fiction,,,,,,4.19,Divergent #1,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",,Katherine Tegen Books,2012-02-28,2011-04-25,"['Georgia Peach Book Award (2012)', 'South Carolina Book Award for Young Adult (2014)', 'Rhode Island Teen Book Award (2013)', 'Evergreen Teen Book Award (2014)', 'Soaring Eagle Book Award (2012)', 'Milwaukee County Teen Book Award Nominee (2012)', ""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012)"", 'Sakura Medal', 'New Mexico Land of Enchantment Award for Young Adult (2014)', 'Eliot Rosewater Indiana High School Book Award (2014)', 'California Young Readers Medal for Young Adult (2014)', 'Lincoln Award Nominee (2014)', 'DABWAHA Romance Tournament for Best Young Adult Romance (2012)', 'Goodreads Choice Award for Favorite Book and for Young Adult Fantasy & Science Fiction and Nominee for Goodreads Author (2011)', 'Green Mountain Book Award (2013)', 'The Magnolia Award for 6-8 (2014)', ""Louisiana Teen Readers' Choice (2014)"", 'Missouri Gateway Readers Award (2014)', 'Oklahoma Sequoyah Award for High Schol (2014)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)']",2906258.0,94.0,0.88,2014-07-20,series-books,0.0,37.0
Divergent / Insurgent,Veronica Roth,4.5,17684,6,2014-01-01,Fiction,,,,,,4.54,Divergent #1-2,"['Young Adult', 'Dystopia', 'Fiction', 'Science Fiction', 'Romance', 'Fantasy', 'Action', 'Science Fiction Fantasy', 'Media Tie In', 'Chick Lit']",,HarperCollins,2012-08-07,,[],15232.0,97.0,,,,,
Double Down (Diary of a Wimpy Kid #11),Jeff Kinney,4.8,5118,20,2016-01-01,Fiction,,,,,,4.29,Diary of a Wimpy Kid #11,"['Humor', 'Fiction', 'Childrens', 'Middle Grade', 'Graphic Novels', 'Young Adult', 'Realistic Fiction', 'Comedy', 'Comics', 'Juvenile']",,Amulet Books,2016-11-01,,['Prijs van de Nederlandse Kinderjury for 10-12 jaar (2018)'],26194.0,94.0,,,,,
